emoji,name,group,sub_group,codepoints,name_spanish,name_spanish_formatted
🧵,thread,Activities,arts & crafts,1F9F5,hilo,[hilo]
🪡,sewing needle,Activities,arts & crafts,1FAA1,aguja de coser,[aguja de coser]
🧶,yarn,Activities,arts & crafts,1F9F6,hilo,[hilo]
🪢,knot,Activities,arts & crafts,1FAA2,nudo,[nudo]
👓,glasses,Objects,clothing,1F453,gafas,[gafas]
🕶️,sunglasses,Objects,clothing,1F576 FE0F,gafas de sol,[gafas de sol]
🕶,sunglasses,Objects,clothing,1F576,gafas de sol,[gafas de sol]
🥽,goggles,Objects,clothing,1F97D,gafas de proteccion,[gafas de proteccion]
🥼,lab coat,Objects,clothing,1F97C,bata de laboratorio,[bata de laboratorio]
🦺,safety vest,Objects,clothing,1F9BA,chaleco de seguridad,[chaleco de seguridad]
👔,necktie,Objects,clothing,1F454,corbata,[corbata]
👕,t-shirt,Objects,clothing,1F455,camiseta,[camiseta]
👖,jeans,Objects,clothing,1F456,pantalones,[pantalones]
🧣,scarf,Objects,clothing,1F9E3,bufanda,[bufanda]
🧤,gloves,Objects,clothing,1F9E4,guantes,[guantes]
🧥,coat,Objects,clothing,1F9E5,saco,[saco]
🧦,socks,Objects,clothing,1F9E6,calcetines,[calcetines]
👗,dress,Objects,clothing,1F457,vestido,[vestido]
👘,kimono,Objects,clothing,1F458,kimono,[kimono]
🥻,sari,Objects,clothing,1F97B,sari,[sari]
🩱,one-piece swimsuit,Objects,clothing,1FA71,una sola pieza de traje de bano,[una sola pieza de traje de bano]
🩲,briefs,Objects,clothing,1FA72,bragas,[bragas]
🩳,shorts,Objects,clothing,1FA73,pantalones cortos,[pantalones cortos]
👙,bikini,Objects,clothing,1F459,bikini,[bikini]
👚,woman’s clothes,Objects,clothing,1F45A,woman� � � s ropa,[woman� � � s ropa]
👛,purse,Objects,clothing,1F45B,bolso,[bolso]
👜,handbag,Objects,clothing,1F45C,bolso,[bolso]
👝,clutch bag,Objects,clothing,1F45D,bolsa de embrague,[bolsa de embrague]
🛍️,shopping bags,Objects,clothing,1F6CD FE0F,bolsas de compra,[bolsas de compra]
🛍,shopping bags,Objects,clothing,1F6CD,bolsas de compra,[bolsas de compra]
🎒,backpack,Objects,clothing,1F392,mochila,[mochila]
🩴,thong sandal,Objects,clothing,1FA74,correa de calzado,[correa de calzado]
👞,man’s shoe,Objects,clothing,1F45E,man� � � s de zapato,[man� � � s de zapato]
👟,running shoe,Objects,clothing,1F45F,zapatos para correr,[zapatos para correr]
🥾,hiking boot,Objects,clothing,1F97E,bota de senderismo,[bota de senderismo]
🥿,flat shoe,Objects,clothing,1F97F,zapato plano,[zapato plano]
👠,high-heeled shoe,Objects,clothing,1F460,zapato de tacon alto,[zapato de tacon alto]
👡,woman’s sandal,Objects,clothing,1F461,woman� � � s la sandalia,[woman� � � s la sandalia]
🩰,ballet shoes,Objects,clothing,1FA70,zapatillas de ballet,[zapatillas de ballet]
👢,woman’s boot,Objects,clothing,1F462,woman� � � s de arranque,[woman� � � s de arranque]
👑,crown,Objects,clothing,1F451,corona,[corona]
👒,woman’s hat,Objects,clothing,1F452,woman� � � s sombrero,[woman� � � s sombrero]
🎩,top hat,Objects,clothing,1F3A9,sombrero de copa,[sombrero de copa]
🎓,graduation cap,Objects,clothing,1F393,gorro de graduacion,[gorro de graduacion]
🧢,billed cap,Objects,clothing,1F9E2,casquillo cargado en cuenta,[casquillo cargado en cuenta]
🪖,military helmet,Objects,clothing,1FA96,casco militar,[casco militar]
⛑️,rescue worker’s helmet,Objects,clothing,26D1 FE0F,rescatar worker� � � s casco,[rescatar worker� � � s casco]
⛑,rescue worker’s helmet,Objects,clothing,26D1,rescatar worker� � � s casco,[rescatar worker� � � s casco]
📿,prayer beads,Objects,clothing,1F4FF,rosario,[rosario]
💄,lipstick,Objects,clothing,1F484,lapiz labial,[lapiz labial]
💍,ring,Objects,clothing,1F48D,anillo,[anillo]
💎,gem stone,Objects,clothing,1F48E,joya de piedra,[joya de piedra]
🔇,muted speaker,Objects,sound,1F507,altavoz silenciado,[altavoz silenciado]
🔈,speaker low volume,Objects,sound,1F508,bajo volumen del altavoz,[bajo volumen del altavoz]
🔉,speaker medium volume,Objects,sound,1F509,el volumen medio del altavoz,[el volumen medio del altavoz]
🔊,speaker high volume,Objects,sound,1F50A,altavoz alto volumen,[altavoz alto volumen]
📢,loudspeaker,Objects,sound,1F4E2,altoparlante,[altoparlante]
📣,megaphone,Objects,sound,1F4E3,megafono,[megafono]
📯,postal horn,Objects,sound,1F4EF,cuerno postal,[cuerno postal]
🔔,bell,Objects,sound,1F514,campana,[campana]
🔕,bell with slash,Objects,sound,1F515,campana con barra,[campana con barra]
🎼,musical score,Objects,music,1F3BC,puntuacion musical,[puntuacion musical]
🎵,musical note,Objects,music,1F3B5,nota musical,[nota musical]
🎶,musical notes,Objects,music,1F3B6,notas musicales,[notas musicales]
🎙️,studio microphone,Objects,music,1F399 FE0F,microfono del estudio,[microfono del estudio]
🎙,studio microphone,Objects,music,1F399,microfono del estudio,[microfono del estudio]
🎚️,level slider,Objects,music,1F39A FE0F,deslizador de nivel,[deslizador de nivel]
🎚,level slider,Objects,music,1F39A,deslizador de nivel,[deslizador de nivel]
🎛️,control knobs,Objects,music,1F39B FE0F,botones de control,[botones de control]
🎛,control knobs,Objects,music,1F39B,botones de control,[botones de control]
🎤,microphone,Objects,music,1F3A4,microfono,[microfono]
🎧,headphone,Objects,music,1F3A7,auricular,[auricular]
📻,radio,Objects,music,1F4FB,radio,[radio]
🎷,saxophone,Objects,musical-instrument,1F3B7,saxofon,[saxofon]
🪗,accordion,Objects,musical-instrument,1FA97,acordeon,[acordeon]
🎸,guitar,Objects,musical-instrument,1F3B8,guitarra,[guitarra]
🎹,musical keyboard,Objects,musical-instrument,1F3B9,teclado musical,[teclado musical]
🎺,trumpet,Objects,musical-instrument,1F3BA,trompeta,[trompeta]
🎻,violin,Objects,musical-instrument,1F3BB,violin,[violin]
🪕,banjo,Objects,musical-instrument,1FA95,banjo,[banjo]
🥁,drum,Objects,musical-instrument,1F941,tambor,[tambor]
🪘,long drum,Objects,musical-instrument,1FA98,tambor de largo,[tambor de largo]
📱,mobile phone,Objects,phone,1F4F1,telefono movil,[telefono movil]
📲,mobile phone with arrow,Objects,phone,1F4F2,telefono movil con la flecha,[telefono movil con la flecha]
☎️,telephone,Objects,phone,260E FE0F,telefono,[telefono]
☎,telephone,Objects,phone,260E,telefono,[telefono]
📞,telephone receiver,Objects,phone,1F4DE,receptor de telefono,[receptor de telefono]
📟,pager,Objects,phone,1F4DF,buscapersonas,[buscapersonas]
📠,fax machine,Objects,phone,1F4E0,maquina de fax,[maquina de fax]
🔋,battery,Objects,computer,1F50B,bateria,[bateria]
🔌,electric plug,Objects,computer,1F50C,enchufe electrico,[enchufe electrico]
💻,laptop,Objects,computer,1F4BB,ordenador portatil,[ordenador portatil]
🖥️,desktop computer,Objects,computer,1F5A5 FE0F,computadora de escritorio,[computadora de escritorio]
🖥,desktop computer,Objects,computer,1F5A5,computadora de escritorio,[computadora de escritorio]
🖨️,printer,Objects,computer,1F5A8 FE0F,impresora,[impresora]
🖨,printer,Objects,computer,1F5A8,impresora,[impresora]
⌨️,keyboard,Objects,computer,2328 FE0F,teclado,[teclado]
⌨,keyboard,Objects,computer,2328,teclado,[teclado]
🖱️,computer mouse,Objects,computer,1F5B1 FE0F,raton de computadora,[raton de computadora]
🖱,computer mouse,Objects,computer,1F5B1,raton de computadora,[raton de computadora]
🖲️,trackball,Objects,computer,1F5B2 FE0F,trackball,[trackball]
🖲,trackball,Objects,computer,1F5B2,trackball,[trackball]
💽,computer disk,Objects,computer,1F4BD,disco para computadora,[disco para computadora]
💾,floppy disk,Objects,computer,1F4BE,disco flexible,[disco flexible]
💿,optical disk,Objects,computer,1F4BF,disco optico,[disco optico]
📀,dvd,Objects,computer,1F4C0,dvd,[dvd]
🧮,abacus,Objects,computer,1F9EE,abaco,[abaco]
🎥,movie camera,Objects,light & video,1F3A5,camara de cine,[camara de cine]
🎞️,film frames,Objects,light & video,1F39E FE0F,fotogramas de la pelicula,[fotogramas de la pelicula]
🎞,film frames,Objects,light & video,1F39E,fotogramas de la pelicula,[fotogramas de la pelicula]
📽️,film projector,Objects,light & video,1F4FD FE0F,proyector de cine,[proyector de cine]
📽,film projector,Objects,light & video,1F4FD,proyector de cine,[proyector de cine]
🎬,clapper board,Objects,light & video,1F3AC,junta de azote,[junta de azote]
📺,television,Objects,light & video,1F4FA,television,[television]
📷,camera,Objects,light & video,1F4F7,camara,[camara]
📸,camera with flash,Objects,light & video,1F4F8,camara con flash,[camara con flash]
📹,video camera,Objects,light & video,1F4F9,camara de video,[camara de video]
📼,videocassette,Objects,light & video,1F4FC,videocasetera,[videocasetera]
🔍,magnifying glass tilted left,Objects,light & video,1F50D,lupa inclinada izquierda,[lupa inclinada izquierda]
🔎,magnifying glass tilted right,Objects,light & video,1F50E,lupa inclinado a derecha,[lupa inclinado a derecha]
🕯️,candle,Objects,light & video,1F56F FE0F,vela,[vela]
🕯,candle,Objects,light & video,1F56F,vela,[vela]
💡,light bulb,Objects,light & video,1F4A1,bombilla,[bombilla]
🔦,flashlight,Objects,light & video,1F526,linterna,[linterna]
🏮,red paper lantern,Objects,light & video,1F3EE,linterna de papel roja,[linterna de papel roja]
🪔,diya lamp,Objects,light & video,1FA94,lampara diya,[lampara diya]
📔,notebook with decorative cover,Objects,book-paper,1F4D4,cuaderno con cubierta decorativa,[cuaderno con cubierta decorativa]
📕,closed book,Objects,book-paper,1F4D5,libro cerrado,[libro cerrado]
📖,open book,Objects,book-paper,1F4D6,libro abierto,[libro abierto]
📗,green book,Objects,book-paper,1F4D7,libro verde,[libro verde]
📘,blue book,Objects,book-paper,1F4D8,libro azul,[libro azul]
📙,orange book,Objects,book-paper,1F4D9,libro naranja,[libro naranja]
📚,books,Objects,book-paper,1F4DA,libros,[libros]
📓,notebook,Objects,book-paper,1F4D3,cuaderno,[cuaderno]
📒,ledger,Objects,book-paper,1F4D2,libro mayor,[libro mayor]
📃,page with curl,Objects,book-paper,1F4C3,pagina con curl,[pagina con curl]
📜,scroll,Objects,book-paper,1F4DC,desplazarse,[desplazarse]
📄,page facing up,Objects,book-paper,1F4C4,pagina boca arriba,[pagina boca arriba]
📰,newspaper,Objects,book-paper,1F4F0,periodico,[periodico]
🗞️,rolled-up newspaper,Objects,book-paper,1F5DE FE0F,periodico enrollado,[periodico enrollado]
🗞,rolled-up newspaper,Objects,book-paper,1F5DE,periodico enrollado,[periodico enrollado]
📑,bookmark tabs,Objects,book-paper,1F4D1,leng�etas de marcadores,[leng�etas de marcadores]
🔖,bookmark,Objects,book-paper,1F516,marcador,[marcador]
🏷️,label,Objects,book-paper,1F3F7 FE0F,etiqueta,[etiqueta]
🏷,label,Objects,book-paper,1F3F7,etiqueta,[etiqueta]
💰,money bag,Objects,money,1F4B0,bolsa de dinero,[bolsa de dinero]
🪙,coin,Objects,money,1FA99,moneda,[moneda]
💴,yen banknote,Objects,money,1F4B4,billete de yenes,[billete de yenes]
💵,dollar banknote,Objects,money,1F4B5,billete de dolar,[billete de dolar]
💶,euro banknote,Objects,money,1F4B6,billete de euro,[billete de euro]
💷,pound banknote,Objects,money,1F4B7,billete de banco libra,[billete de banco libra]
💸,money with wings,Objects,money,1F4B8,dinero con alas,[dinero con alas]
💳,credit card,Objects,money,1F4B3,tarjeta de credito,[tarjeta de credito]
🧾,receipt,Objects,money,1F9FE,recibo,[recibo]
💹,chart increasing with yen,Objects,money,1F4B9,trazar creciente con yen,[trazar creciente con yen]
✉️,envelope,Objects,mail,2709 FE0F,sobre,[sobre]
✉,envelope,Objects,mail,2709,sobre,[sobre]
📧,e-mail,Objects,mail,1F4E7,correo electronico,[correo electronico]
📨,incoming envelope,Objects,mail,1F4E8,envolvente de entrada,[envolvente de entrada]
📩,envelope with arrow,Objects,mail,1F4E9,envolvente con la flecha,[envolvente con la flecha]
📤,outbox tray,Objects,mail,1F4E4,bandeja de salida de la bandeja,[bandeja de salida de la bandeja]
📥,inbox tray,Objects,mail,1F4E5,bandeja de entrada de la bandeja,[bandeja de entrada de la bandeja]
📦,package,Objects,mail,1F4E6,paquete,[paquete]
📫,closed mailbox with raised flag,Objects,mail,1F4EB,buzon cerrado con bandera levantada,[buzon cerrado con bandera levantada]
📪,closed mailbox with lowered flag,Objects,mail,1F4EA,buzon cerrado con la bandera rebajado,[buzon cerrado con la bandera rebajado]
📬,open mailbox with raised flag,Objects,mail,1F4EC,buzon abierto con bandera levantada,[buzon abierto con bandera levantada]
📭,open mailbox with lowered flag,Objects,mail,1F4ED,buzon abierto con bandera rebajado,[buzon abierto con bandera rebajado]
📮,postbox,Objects,mail,1F4EE,buzon,[buzon]
🗳️,ballot box with ballot,Objects,mail,1F5F3 FE0F,urnas con votacion,[urnas con votacion]
🗳,ballot box with ballot,Objects,mail,1F5F3,urnas con votacion,[urnas con votacion]
✏️,pencil,Objects,writing,270F FE0F,lapiz,[lapiz]
✏,pencil,Objects,writing,270F,lapiz,[lapiz]
✒️,black nib,Objects,writing,2712 FE0F,plumin negro,[plumin negro]
✒,black nib,Objects,writing,2712,plumin negro,[plumin negro]
🖋️,fountain pen,Objects,writing,1F58B FE0F,pluma fuente,[pluma fuente]
🖋,fountain pen,Objects,writing,1F58B,pluma fuente,[pluma fuente]
🖊️,pen,Objects,writing,1F58A FE0F,boligrafo,[boligrafo]
🖊,pen,Objects,writing,1F58A,boligrafo,[boligrafo]
🖌️,paintbrush,Objects,writing,1F58C FE0F,cepillo de pintura,[cepillo de pintura]
🖌,paintbrush,Objects,writing,1F58C,cepillo de pintura,[cepillo de pintura]
🖍️,crayon,Objects,writing,1F58D FE0F,lapiz de color,[lapiz de color]
🖍,crayon,Objects,writing,1F58D,lapiz de color,[lapiz de color]
📝,memo,Objects,writing,1F4DD,memorandum,[memorandum]
💼,briefcase,Objects,office,1F4BC,maletin,[maletin]
📁,file folder,Objects,office,1F4C1,carpeta de archivos,[carpeta de archivos]
📂,open file folder,Objects,office,1F4C2,carpeta de archivo abierto,[carpeta de archivo abierto]
🗂️,card index dividers,Objects,office,1F5C2 FE0F,divisores de indice de tarjetas,[divisores de indice de tarjetas]
🗂,card index dividers,Objects,office,1F5C2,divisores de indice de tarjetas,[divisores de indice de tarjetas]
📅,calendar,Objects,office,1F4C5,calendario,[calendario]
📆,tear-off calendar,Objects,office,1F4C6,rasga el calendario,[rasga el calendario]
🗒️,spiral notepad,Objects,office,1F5D2 FE0F,cuaderno de espiral,[cuaderno de espiral]
🗒,spiral notepad,Objects,office,1F5D2,cuaderno de espiral,[cuaderno de espiral]
🗓️,spiral calendar,Objects,office,1F5D3 FE0F,espiral calendario,[espiral calendario]
🗓,spiral calendar,Objects,office,1F5D3,espiral calendario,[espiral calendario]
📇,card index,Objects,office,1F4C7,fichero,[fichero]
📈,chart increasing,Objects,office,1F4C8,trazar el aumento,[trazar el aumento]
📉,chart decreasing,Objects,office,1F4C9,trazar la disminucion,[trazar la disminucion]
📊,bar chart,Objects,office,1F4CA,grafico de barras,[grafico de barras]
📋,clipboard,Objects,office,1F4CB,portapapeles,[portapapeles]
📌,pushpin,Objects,office,1F4CC,chincheta,[chincheta]
📍,round pushpin,Objects,office,1F4CD,pasador ronda,[pasador ronda]
📎,paperclip,Objects,office,1F4CE,clip de papel,[clip de papel]
🖇️,linked paperclips,Objects,office,1F587 FE0F,clips vinculados,[clips vinculados]
🖇,linked paperclips,Objects,office,1F587,clips vinculados,[clips vinculados]
📏,straight ruler,Objects,office,1F4CF,regla recta,[regla recta]
📐,triangular ruler,Objects,office,1F4D0,regla triangular,[regla triangular]
✂️,scissors,Objects,office,2702 FE0F,tijeras,[tijeras]
✂,scissors,Objects,office,2702,tijeras,[tijeras]
🗃️,card file box,Objects,office,1F5C3 FE0F,caja de archivos de la tarjeta,[caja de archivos de la tarjeta]
🗃,card file box,Objects,office,1F5C3,caja de archivos de la tarjeta,[caja de archivos de la tarjeta]
🗄️,file cabinet,Objects,office,1F5C4 FE0F,archivador,[archivador]
🗄,file cabinet,Objects,office,1F5C4,archivador,[archivador]
🗑️,wastebasket,Objects,office,1F5D1 FE0F,papelera,[papelera]
🗑,wastebasket,Objects,office,1F5D1,papelera,[papelera]
🔒,locked,Objects,lock,1F512,bloqueada,[bloqueada]
🔓,unlocked,Objects,lock,1F513,desbloqueado,[desbloqueado]
🔏,locked with pen,Objects,lock,1F50F,bloqueado con la pluma,[bloqueado con la pluma]
🔐,locked with key,Objects,lock,1F510,cerrado con llave,[cerrado con llave]
🔑,key,Objects,lock,1F511,llave,[llave]
🗝️,old key,Objects,lock,1F5DD FE0F,llave vieja,[llave vieja]
🗝,old key,Objects,lock,1F5DD,llave vieja,[llave vieja]
🔨,hammer,Objects,tool,1F528,martillo,[martillo]
🪓,axe,Objects,tool,1FA93,hacha,[hacha]
⛏️,pick,Objects,tool,26CF FE0F,recoger,[recoger]
⛏,pick,Objects,tool,26CF,recoger,[recoger]
⚒️,hammer and pick,Objects,tool,2692 FE0F,martillo y recoger,[martillo y recoger]
⚒,hammer and pick,Objects,tool,2692,martillo y recoger,[martillo y recoger]
